name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Gresik,2/6/2021,30,25,26.9,37.4,25,29.5,24.6,87.6,8,100,8.33,rain,0,0,51.5,31.7,272.4,1007.8,54.3,8.2,189.8,16.4,7,,2021-02-06T05:31:57,2021-02-06T17:54:59,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/7/2021,31,24.3,26.7,39.1,24.3,28.8,24.2,86.5,8.5,100,12.5,rain,0,0,48.2,27.7,271.6,1007.7,57.4,7.4,206.3,17.6,7,,2021-02-07T05:32:11,2021-02-07T17:54:52,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,2/8/2021,30,24.9,26.1,37.4,24.9,27.4,24.6,91.5,41,100,4.17,rain,0,0,45.4,25.3,271.6,1007.9,46.8,5.7,149.7,12.9,7,,2021-02-08T05:32:24,2021-02-08T17:54:44,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96935099999,96935599999"
Gresik,2/9/2021,31,25,27.7,39.1,25,31.7,25.1,86.4,5.6,100,37.5,rain,0,0,47.2,33.5,277.8,1007.4,56.5,8.2,190.6,16.4,6,,2021-02-09T05:32:37,2021-02-09T17:54:35,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,2/10/2021,29.2,25,26.4,35.8,25,27.9,24.6,89.9,7,100,8.33,rain,0,0,31,16.6,239.4,1007.8,52,6.6,141.3,12.3,6,,2021-02-10T05:32:49,2021-02-10T17:54:26,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,2/11/2021,31,25,27.5,40.5,25,30.7,24.7,85.1,9.3,100,54.17,rain,0,0,32.4,25.9,275.2,1008.4,42.6,7,212.3,18.3,8,,2021-02-11T05:33:00,2021-02-11T17:54:15,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96935099999,96935599999,remote"
Gresik,2/12/2021,31,25,26.8,38.7,25,28.7,25.1,90.7,9,100,33.33,rain,0,0,35.3,24.1,225.3,1009.6,47.4,6.7,209.7,18.2,8,,2021-02-12T05:33:10,2021-02-12T17:54:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,WARR
Gresik,2/13/2021,32,24,27.3,40.5,24,29.9,24.7,86.5,8.2,100,8.33,rain,0,0,43.9,24.1,266.9,1010.5,50.5,6.5,245.5,21.2,9,,2021-02-13T05:33:20,2021-02-13T17:53:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96935099999,96935599999,remote"
Gresik,2/14/2021,31,24,27.3,37.7,24,29.8,24.2,84.1,30,100,12.5,rain,0,0,36.4,29.5,275.3,1010.3,60.4,7.5,231.2,20,8,,2021-02-14T05:33:29,2021-02-14T17:53:39,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/15/2021,32,22.1,27.3,40.6,22.1,30.9,24.5,85.1,65,100,8.33,rain,0,0,39.2,22.3,284.8,1009.3,49.4,8,224.2,19.5,8,,2021-02-15T05:33:38,2021-02-15T17:53:25,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/16/2021,32.2,23.9,27,42.3,23.9,30.2,24.4,86.3,46.8,100,16.67,rain,0,0,30.6,20.5,273.3,1008.6,53.7,7.4,241.5,20.9,9,,2021-02-16T05:33:45,2021-02-16T17:53:10,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/17/2021,32.9,24,26.7,40.6,24,29,24,85.8,10,100,8.33,rain,0,0,32.4,27.7,266.1,1009.4,55.8,8,222.4,19.2,9,,2021-02-17T05:33:53,2021-02-17T17:52:55,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,2/18/2021,32,23.9,27.4,37.9,23.9,30.1,23.6,80.3,6.9,100,33.33,rain,0,0,39.6,25.9,288.7,1008.9,54,8.1,278.4,23.9,10,,2021-02-18T05:33:59,2021-02-18T17:52:38,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,2/19/2021,30.3,25,26.8,37.4,25,28.6,24.4,87.3,2,100,4.17,rain,0,0,36.7,25.9,264.6,1009.3,55.5,7.2,112.2,9.7,5,,2021-02-19T05:34:05,2021-02-19T17:52:21,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/20/2021,30,24,25.9,35,24,26.9,23.4,87.2,11.4,100,83.33,rain,0,0,41.4,42.5,267.7,1010.5,40.1,6.5,179.8,15.5,8,,2021-02-20T05:34:10,2021-02-20T17:52:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,WARR
Gresik,2/21/2021,32,24,27.2,40.5,24,30.1,24.7,87,7.9,100,29.17,rain,0,0,31.3,25.9,269.4,1010.2,48.4,7.7,240.3,20.8,8,,2021-02-21T05:34:15,2021-02-21T17:51:45,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,remote"
Gresik,2/22/2021,30,24,27,38.8,24,30,24.5,86.3,6,100,4.17,rain,0,0,27.7,22.3,268.3,1008.7,45.8,8,190.7,16.5,6,,2021-02-22T05:34:19,2021-02-22T17:51:26,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/23/2021,30,24,26.8,36.2,24,28.9,24.3,86.9,23,100,12.5,rain,0,0,40,18.4,276.3,1006.6,52.3,7.5,215.1,18.5,9,,2021-02-23T05:34:22,2021-02-23T17:51:06,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,2/24/2021,31,24.9,27.2,39.1,24.9,30.5,24.9,87.5,4,100,4.17,rain,0,0,36,27.7,284.2,1005,57.5,7.9,56.9,4.8,2,,2021-02-24T05:34:25,2021-02-24T17:50:46,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/25/2021,28.6,24,25.8,33.6,24,26.9,24.7,93.8,43.2,100,29.17,rain,0,0,41.4,18.4,283.5,1006.6,59.2,6.2,177.5,15.3,7,,2021-02-25T05:34:28,2021-02-25T17:50:25,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/26/2021,32,24,27.4,40.6,24,30.5,24.8,86.8,22,100,4.17,rain,0,0,40.3,27.7,288.2,1007.2,49.6,6.9,240.1,20.8,9,,2021-02-26T05:34:30,2021-02-26T17:50:03,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/27/2021,32,24,26.2,39.2,24,27.5,24.2,89.2,27.6,100,16.67,rain,0,0,23.4,22.3,231.7,1008,50.9,7,165.3,14.4,7,,2021-02-27T05:34:31,2021-02-27T17:49:41,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,2/28/2021,31,24,27.1,39.1,24,30,24.2,84.6,9.3,100,8.33,rain,0,0,18.7,13,18.3,1009.3,51.9,7.9,162.3,14.1,8,,2021-02-28T05:34:32,2021-02-28T17:49:18,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/1/2021,31.1,25,27.6,39.1,25,31.2,24.9,85.5,0.9,100,12.5,rain,0,0,26.3,16.6,61,1009.8,49.3,8.1,236.2,20.3,10,,2021-03-01T05:34:32,2021-03-01T17:48:55,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/2/2021,32,23,26.4,40.6,23,28.8,24.3,88.9,45,100,12.5,rain,0,0,33.5,20.5,266.9,1010,67.1,7.1,236.5,20.4,9,,2021-03-02T05:34:32,2021-03-02T17:48:31,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/3/2021,31.1,23,26.4,38.2,23,28.8,24.3,89,3,100,4.17,rain,0,0,32,20.5,280.3,1010.3,48.6,6,226.8,19.7,8,,2021-03-03T05:34:31,2021-03-03T17:48:06,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/4/2021,31,24,26.7,40.6,24,29.2,24.7,89.5,0.8,100,4.17,rain,0,0,24.5,22.3,271.4,1010.5,45.2,6.5,231.5,19.9,8,,2021-03-04T05:34:30,2021-03-04T17:47:42,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/5/2021,30.1,23.8,26.8,37.4,23.8,29.3,24.2,86.3,42,100,8.33,rain,0,0,19.1,14.8,217.3,1010.2,49.3,6.4,187.4,16.1,8,,2021-03-05T05:34:29,2021-03-05T17:47:16,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/6/2021,30,24,26.4,37.4,24,28.6,24.1,87.8,18,100,12.5,rain,0,0,25.6,14.8,312.5,1010.1,62,7.5,193,16.7,8,,2021-03-06T05:34:27,2021-03-06T17:46:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/7/2021,31,24,26.8,37.4,24,29.6,24.3,86.9,3,100,4.17,rain,0,0,28.4,25.9,298.8,1009.9,62.5,7.1,216.8,18.7,9,,2021-03-07T05:34:24,2021-03-07T17:46:24,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/8/2021,31,24,26.4,37.9,24,28.5,23.9,86.4,1,100,4.17,rain,0,0,39.2,27.7,279.8,1010.1,53.1,7,211.7,18.3,8,,2021-03-08T05:34:22,2021-03-08T17:45:57,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/9/2021,31,24,27.2,36.2,24,29.6,23.3,80.5,7.7,100,33.33,rain,0,0,35.6,27.7,266.5,1010.1,50.1,7.1,189.1,16.3,6,,2021-03-09T05:34:19,2021-03-09T17:45:30,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/10/2021,30.8,26,27.8,35.8,26,30.8,23.9,79.7,5.5,100,54.17,rain,0,0,31,20.5,289.5,1010.2,53,7.8,144.3,12.3,5,,2021-03-10T05:34:15,2021-03-10T17:45:03,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/11/2021,32,23,27.1,39.2,23,29.7,24.2,84.6,2.3,100,8.33,rain,0,0,31.3,25.9,267.6,1010.4,55.5,7.7,217.9,18.7,8,,2021-03-11T05:34:12,2021-03-11T17:44:35,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/12/2021,31.7,24,26.6,37.7,24,28.9,23.7,84.6,5,100,4.17,rain,0,0,21.6,14.8,220.6,1010.5,48.2,7.6,264.8,22.9,10,,2021-03-12T05:34:08,2021-03-12T17:44:07,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/13/2021,31.2,24,26.2,39,24,28.1,24.2,89,0.5,100,4.17,rain,0,0,22.3,20.5,239.9,1010.3,48.7,7.4,220.5,19,8,,2021-03-13T05:34:03,2021-03-13T17:43:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/14/2021,32.5,23,27.4,39.1,23,30.7,24.4,84.7,4,100,37.5,rain,0,0,18.7,14.8,319.9,1008.9,48.1,6.3,228.2,19.9,8,,2021-03-14T05:33:59,2021-03-14T17:43:11,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/15/2021,31.6,25,27.8,42.4,25,31.8,24.9,84.8,3,100,29.17,rain,0,0,21.6,10.7,254.5,1009,48.3,6.7,244,20.9,8,,2021-03-15T05:33:54,2021-03-15T17:42:42,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/16/2021,31,26,28.2,36.7,26,32.8,25.1,83.5,6,100,4.17,rain,0,0,20.5,18.4,32.6,1009.2,41.7,6.9,223.4,19.3,8,,2021-03-16T05:33:49,2021-03-16T17:42:13,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/17/2021,32,25,28.6,39.3,25,33.1,24.9,80.8,1.2,100,25,rain,0,0,19.4,18.4,132,1008.3,40.8,7.7,275.9,23.9,9,,2021-03-17T05:33:44,2021-03-17T17:41:44,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/18/2021,32,25,28,40.6,25,32,24.5,81.7,2,100,4.17,rain,0,0,21.6,20.5,199.5,1007.7,44,8,257.6,22.3,9,,2021-03-18T05:33:38,2021-03-18T17:41:14,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/19/2021,34,24,28.3,40.6,24,31.4,23.9,78.9,11,100,8.33,rain,0,0,33.8,24.7,288.2,1006.9,51.5,8,264.3,23,9,,2021-03-19T05:33:33,2021-03-19T17:40:45,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/20/2021,32,25,28,40.6,25,31.8,24.9,83.8,2,100,41.67,rain,0,0,34.6,25.9,282.4,1005.6,60.9,7.4,233.6,20.1,9,,2021-03-20T05:33:27,2021-03-20T17:40:15,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/21/2021,33,25,28.4,40.6,25,31.3,24.6,81.6,76,100,8.33,rain,0,0,28.4,29.5,292.2,1005.7,50.2,6.7,263,22.6,9,,2021-03-21T05:33:21,2021-03-21T17:39:46,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/22/2021,32,25,28.2,39.2,25,31.9,24.7,82.3,1,100,4.17,rain,0,0,28.4,18.4,246.6,1007.5,47.8,7.4,154.5,13.2,8,,2021-03-22T05:33:15,2021-03-22T17:39:16,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/23/2021,32,25,27.9,40.6,25,31.3,24.4,82,4,100,8.33,rain,0,0,17.3,18.4,108.4,1008,49,7.4,217.7,18.8,9,,2021-03-23T05:33:09,2021-03-23T17:38:46,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/24/2021,32,24,28,38.2,24,31.4,24.3,81.5,6,100,4.17,rain,0,0,18.7,16.6,126.4,1007.4,45.9,7.8,205.1,17.8,7,,2021-03-24T05:33:03,2021-03-24T17:38:16,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/25/2021,31.3,25,27.8,39.5,25,31.6,24.8,84.3,7,100,4.17,rain,0,0,19.4,16.6,97.3,1007.7,45.7,8.1,212.2,18.1,8,,2021-03-25T05:32:57,2021-03-25T17:37:46,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/26/2021,32.4,25,28.4,41.8,25,32.6,25,82.2,4.4,100,54.17,rain,0,0,16.6,14.8,89,1007.7,46.2,6.9,239.3,20.6,7,,2021-03-26T05:32:50,2021-03-26T17:37:16,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,3/27/2021,32.3,25,28.4,40.8,25,32.5,24.8,81.6,24,100,8.33,rain,0,0,53.6,24.9,350.2,1007.4,44.2,6.6,202.1,17.6,8,,2021-03-27T05:32:44,2021-03-27T17:36:46,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/28/2021,32.2,25,28,40.6,25,31.6,24.5,81.9,3.5,100,25,rain,0,0,23,20.5,258.8,1007.2,40.4,7.4,253.5,21.9,8,,2021-03-28T05:32:38,2021-03-28T17:36:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/29/2021,31.7,26,28.4,38.4,26,32.8,25,82.1,1.8,100,29.17,rain,0,0,17.6,27.9,327.1,1006.5,41.3,7.3,222.6,19.3,9,,2021-03-29T05:32:31,2021-03-29T17:35:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/30/2021,30,26,27.3,36.2,26,30.3,25.1,87.7,8,100,8.33,rain,0,0,23.4,14.8,272.7,1006.3,56.9,7,186.3,16.1,7,,2021-03-30T05:32:25,2021-03-30T17:35:17,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,3/31/2021,32,24,27.8,40.6,24,31.1,24.6,83.4,9,100,4.17,rain,0,0,20.9,18.4,306,1005,44.2,7.3,223.7,19.3,9,,2021-03-31T05:32:19,2021-03-31T17:34:47,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/1/2021,32.5,25,27.8,41.8,25,30.7,24.7,84.4,4,100,8.33,rain,0,0,26.3,24.1,272.4,1005.5,65,6.4,171.2,14.9,8,,2021-04-01T05:32:13,2021-04-01T17:34:18,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/2/2021,32.5,25,28.1,40.3,25,32,24.5,81.3,0.3,100,12.5,rain,0,0,14.4,14.8,52.3,1006.4,55.5,7.1,129.7,11,5,,2021-04-02T05:32:07,2021-04-02T17:33:49,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/3/2021,34.8,26,28.7,41.8,26,32.3,24.5,79.3,10,100,8.33,rain,0,0,57.6,24.1,261.9,1006.7,43.3,7.8,273.3,23.5,10,,2021-04-03T05:32:01,2021-04-03T17:33:20,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/4/2021,33.6,24,27.6,41.6,24,30.8,24.6,84.3,11,100,8.33,rain,0,0,40.7,18.4,262.8,1007.8,45.7,8.2,213.9,18.6,7,,2021-04-04T05:31:55,2021-04-04T17:32:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/5/2021,33.2,24,28.8,40.6,24,32.6,24,76.8,3.2,100,25,rain,0,0,33.8,20.5,266.4,1007.8,42.4,8.2,207.1,17.8,8,,2021-04-05T05:31:49,2021-04-05T17:32:22,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/6/2021,32,25.9,27.3,39.2,25.9,29.8,24.9,87.1,26,100,8.33,rain,0,0,45.7,27.7,273.7,1008.2,56,6.9,168.8,14.6,6,,2021-04-06T05:31:43,2021-04-06T17:31:53,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/7/2021,31,25,26.9,39.1,25,29,24.9,89.1,1.7,100,12.5,rain,0,0,36.7,25.9,277.2,1008.1,58.8,6.9,111.4,9.6,5,,2021-04-07T05:31:38,2021-04-07T17:31:25,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/8/2021,31.1,25,28,38.2,25,31.4,24.7,82.9,6.5,100,50,rain,0,0,40,25.9,276.6,1007.2,54.8,7.5,143.4,12.4,6,,2021-04-08T05:31:33,2021-04-08T17:30:57,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/9/2021,33,24,28.4,40.6,24,31.9,24.5,80.5,0.4,100,4.17,rain,0,0,32,20.5,260.3,1008.5,47.6,7.2,245.5,21.1,9,,2021-04-09T05:31:27,2021-04-09T17:30:30,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/10/2021,31,26,28,40.6,26,32.2,25.1,84.3,3.3,100,33.33,rain,0,0,16.6,16.6,85.3,1010.3,49.8,7.7,233.4,20.1,9,,2021-04-10T05:31:23,2021-04-10T17:30:02,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/11/2021,31.4,24,28.2,37.7,24,32,24.3,79.8,0.6,100,8.33,rain,0,0,17.6,13,70.3,1011.1,48.4,8.7,252.4,21.7,9,,2021-04-11T05:31:18,2021-04-11T17:29:35,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/12/2021,33,26,28.6,42.1,26,32.9,25,82,2.5,100,16.67,rain,0,0,21.6,16.6,277.5,1010.9,48,7.4,236.3,20.3,9,,2021-04-12T05:31:13,2021-04-12T17:29:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/13/2021,32.9,25.4,28.4,40.4,25.4,32.4,24.8,81.5,2.3,100,37.5,rain,0,0,20.5,14.8,38.7,1010.9,37.9,7.1,233.8,20.2,8,,2021-04-13T05:31:09,2021-04-13T17:28:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/14/2021,32,25,28.2,39.1,25,32.1,24.8,82.4,1.5,100,25,rain,0,0,14.8,16.8,45.5,1010.3,39.8,7.2,231.1,19.9,8,,2021-04-14T05:31:05,2021-04-14T17:28:17,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/15/2021,33.4,24,28,39.3,24,31.4,24,79.5,0.8,100,20.83,rain,0,0,16.6,16.6,43.3,1010.2,39.2,7.6,254.8,21.9,9,,2021-04-15T05:31:02,2021-04-15T17:27:51,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/16/2021,32.9,26,29.1,39.1,26,33.1,24,74.8,0.3,100,8.33,rain,0,0,16.6,13,29.7,1010.1,30.7,7.8,263.1,22.7,9,,2021-04-16T05:30:58,2021-04-16T17:27:26,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/17/2021,32.6,26,28.8,38.1,26,32.4,23.7,75.2,0.7,100,20.83,rain,0,0,27.7,20.5,88,1010.5,31.2,8.1,254.3,21.9,9,,2021-04-17T05:30:55,2021-04-17T17:27:02,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/18/2021,33.2,25,28.6,39.3,25,31.9,23.6,75.5,4.1,100,16.67,rain,0,0,16.9,16.6,72.9,1011.3,40.4,8.1,248.1,21.4,9,,2021-04-18T05:30:52,2021-04-18T17:26:37,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/19/2021,32.7,24,28.7,37.9,24,31.8,23.4,74.1,0,0,0,,0,0,16.2,18.4,89.9,1010,37.9,7.5,257.5,22.2,9,,2021-04-19T05:30:50,2021-04-19T17:26:14,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,4/20/2021,32.4,23,28.3,36.2,23,30.1,22,70.3,0,0,0,,0,0,16.9,18.4,95.2,1010,27.7,6.8,259.6,22.4,9,,2021-04-20T05:30:48,2021-04-20T17:25:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,4/21/2021,34.2,23,28,37.8,23,30.1,21.9,70.8,0,0,0,,0,0,17.3,20.5,101.2,1010.3,29.4,7.4,284.7,24.5,10,,2021-04-21T05:30:46,2021-04-21T17:25:28,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,4/22/2021,32.4,25,28.6,36.3,25,31.1,22.5,70.1,0,0,0,,0,0,17.6,14.8,81.5,1010,27.7,8.3,270.1,23.1,9,,2021-04-22T05:30:45,2021-04-22T17:25:06,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,4/23/2021,33,24,28.7,36,24,31,22.2,69.7,0.2,100,4.17,rain,0,0,15.1,16.6,36.1,1010,36.2,7.7,248.6,21.6,9,,2021-04-23T05:30:44,2021-04-23T17:24:44,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,4/24/2021,33.5,24,28.6,37.9,24,31.4,23.2,74.5,5,100,4.17,rain,0,0,18,18.6,66.5,1010,34.3,7.9,253.2,21.7,9,,2021-04-24T05:30:43,2021-04-24T17:24:23,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
