name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Gresik,6/30/2022,32.2,23,27.6,36.8,23,30.1,23,77.4,0,0,0,,0,0,33.5,13,39.8,1007.8,32,7.9,236,20.6,8,10,2022-06-30T05:41:47,2022-06-30T17:24:24,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/1/2022,32,24,28.1,36.8,24,30.7,23,75.5,0,0,0,,0,0,24.8,29.5,91.4,1008.1,30.3,7.6,223.3,19.3,8,10,2022-07-01T05:41:56,2022-07-01T17:24:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/2/2022,32.2,25,28.4,39.1,25,33,24.9,81.6,27,100,4.17,rain,0,0,32.4,20.5,88.2,1007.7,36.4,7.7,195,16.8,7,10,2022-07-02T05:42:05,2022-07-02T17:24:52,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/3/2022,31,25,28.3,39.1,25,32.9,25.3,83.9,18,100,4.17,rain,0,0,24.5,18.4,95.3,1007.8,42.6,8.9,193.4,16.9,7,60,2022-07-03T05:42:14,2022-07-03T17:25:06,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/4/2022,30.9,26,28.3,38.8,26,33.5,25.5,85,15,100,4.17,rain,0,0,25.2,20.5,82.2,1008.2,41.7,8.5,178.5,15.4,6,60,2022-07-04T05:42:22,2022-07-04T17:25:20,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/5/2022,32,26,27.9,40.4,26,31.9,25.1,85.3,25,100,8.33,rain,0,0,21.2,16.6,74.2,1008.3,45.4,7.2,197.7,17.1,7,30,2022-07-05T05:42:30,2022-07-05T17:25:34,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/6/2022,30.7,23.9,27.5,37.8,23.9,30.9,24.7,85.4,52.6,100,12.5,rain,0,0,38.9,18.4,37.9,1009.8,58.7,8.5,157.4,13.6,6,10,2022-07-06T05:42:37,2022-07-06T17:25:47,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,7/7/2022,31.3,25,27.6,36.7,25,30.1,23.8,80.6,0.1,100,4.17,rain,0,0,15.5,14.8,91.5,1009.6,32.2,7.7,219,18.8,8,10,2022-07-07T05:42:43,2022-07-07T17:26:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/8/2022,31.2,23,26.6,35.1,23,28.2,22.3,78.2,0,0,0,,0,0,19.1,18.4,86.3,1009.1,27.9,8.3,221.7,19.1,8,10,2022-07-08T05:42:49,2022-07-08T17:26:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/9/2022,30.8,21,26.1,35.1,21,28,21.8,78.1,0,0,0,rain,0,0,18,16.6,92.4,1009,26.6,7.8,239.6,20.7,8,10,2022-07-09T05:42:54,2022-07-09T17:26:27,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/10/2022,31.6,22,27.1,36.2,22,29.5,23.3,80.4,0,0,0,,0,0,22,18.4,92.3,1009.1,21.8,7.4,243.7,21,8,10,2022-07-10T05:42:59,2022-07-10T17:26:40,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/11/2022,31,24,27.2,36.5,24,30,24.2,84.3,0,0,0,rain,0,0,25.9,19.2,93.7,1009.8,32.4,6.9,203.3,17.6,8,10,2022-07-11T05:43:03,2022-07-11T17:26:53,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/12/2022,31.1,25,28.4,39.8,25,32.3,24.5,80.4,0.2,100,8.33,rain,0,0,25.6,25.9,91,1008.8,31.8,7.5,232.2,20.1,8,10,2022-07-12T05:43:06,2022-07-12T17:27:05,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/13/2022,31,26.8,28.2,40.6,30,33.2,25.1,83.3,8.3,100,25,rain,0,0,26.6,18.7,82.5,1008.5,39,10.9,200.3,17.1,7,10,2022-07-13T05:43:09,2022-07-13T17:27:18,0.48,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,7/14/2022,30,25,27.6,37.4,25,31.3,24.6,83.8,1.8,100,12.5,rain,0,0,30.2,20.8,78.1,1008.9,47.9,7.6,191.4,16.5,7,30,2022-07-14T05:43:11,2022-07-14T17:27:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/15/2022,31.9,26,28.7,36.5,26,32.7,24.1,76.9,2,100,4.17,rain,0,0,30.6,24.1,83.5,1008.9,38.6,9,236.4,20.5,8,10,2022-07-15T05:43:12,2022-07-15T17:27:41,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/16/2022,32,25,28.2,37.9,25,31.6,24.5,81.3,5,100,4.17,rain,0,0,24.8,16.6,89.8,1009.8,42.6,7.8,212.8,18.5,7,10,2022-07-16T05:43:13,2022-07-16T17:27:52,0.58,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/17/2022,31,24.9,27.2,36.5,24.9,29.8,24.1,83.6,0.9,100,16.67,rain,0,0,23.4,13,297.5,1009.8,42.1,5.2,198.6,17,7,10,2022-07-17T05:43:13,2022-07-17T17:28:03,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/18/2022,32.5,24,28.2,37.9,24,31.3,24,79.3,0,0,0,rain,0,0,21.2,20.5,90.2,1008.7,32.8,7.2,228.4,19.6,7,10,2022-07-18T05:43:12,2022-07-18T17:28:14,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/19/2022,32.8,24,28.3,36.9,24,31.3,23.4,76.1,0.2,100,4.17,rain,0,0,23,20.5,85.9,1008.9,29.9,8,238.2,20.6,8,10,2022-07-19T05:43:10,2022-07-19T17:28:24,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/20/2022,31,24,27.5,35.5,24,30.2,23.7,80.5,0.1,100,4.17,rain,0,0,28.1,21.7,102.2,1009.4,29,8,253.9,22,9,10,2022-07-20T05:43:08,2022-07-20T17:28:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/21/2022,32.3,24,27.9,37.7,24,31.1,23.6,78.4,0,0,0,,0,0,25.6,22.3,99,1009.8,27.9,8.4,229.8,19.7,8,10,2022-07-21T05:43:05,2022-07-21T17:28:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/22/2022,32,25,28.3,37.9,25,31.2,23.2,74.4,0.6,100,12.5,rain,0,0,23.8,16.6,111.5,1010.3,31.4,8.1,217.6,18.7,8,10,2022-07-22T05:43:01,2022-07-22T17:28:53,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/23/2022,32.9,24,27.8,40.6,24,31.6,24.4,82.7,1,100,12.5,rain,0,0,16.2,19.2,119,1009.3,32.4,6.9,223.4,19.4,8,10,2022-07-23T05:42:57,2022-07-23T17:29:02,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,7/24/2022,31.9,23,27.1,37.4,23,29.2,23,79.3,0,0,0,rain,0,0,21.6,24.1,92.3,1008.1,41.3,7.6,226.5,19.5,8,10,2022-07-24T05:42:52,2022-07-24T17:29:10,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/25/2022,30,21,25.9,32,21,26.5,19.7,70.1,0,0,0,,0,0,22.7,24.1,93.6,1009.2,33.2,8.7,256.8,22.1,9,10,2022-07-25T05:42:46,2022-07-25T17:29:18,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/26/2022,31,20,26.4,33.7,20,27.6,20.5,71.8,0,0,0,,0,0,21.2,20.3,93.1,1009.4,29,7.8,259.5,22.3,9,10,2022-07-26T05:42:39,2022-07-26T17:29:25,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/27/2022,32.7,23,27.8,36.5,23,30.2,22.8,75.7,0,0,0,,0,0,27.4,20.4,103.2,1008.9,28.7,7.8,246.3,21.3,9,10,2022-07-27T05:42:31,2022-07-27T17:29:32,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/28/2022,32,24,27.7,36.5,24,30.6,23.6,78.9,0,0,0,rain,0,0,26.3,24.1,84.6,1009,28.7,7.5,251.4,21.7,9,10,2022-07-28T05:42:23,2022-07-28T17:29:39,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/29/2022,31,24,27.7,35.5,24,29.9,23.3,77.8,0,0,0,rain,0,0,24.1,20.5,99.9,1009,28.5,7.4,250.2,21.5,9,10,2022-07-29T05:42:14,2022-07-29T17:29:45,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/30/2022,31,23,27,34.6,23,28.3,22.8,79.5,0,0,0,rain,0,0,19.1,21.9,108.3,1009.2,31,7,257.6,22.1,9,10,2022-07-30T05:42:04,2022-07-30T17:29:51,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,7/31/2022,31.8,23,26.9,35.2,23,28.9,23,80.7,0,0,0,rain,0,0,19.1,14.8,103.9,1008.6,28.9,7.1,213.2,18.4,7,10,2022-07-31T05:41:54,2022-07-31T17:29:56,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/1/2022,31,23,27.4,37.7,23,30.9,23.9,81.5,0,0,0,,0,0,24.1,16.6,106.1,1008.2,32.2,8,253.5,21.8,9,10,2022-08-01T05:41:42,2022-08-01T17:30:01,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/2/2022,30.5,24,27.4,36.2,24,30.6,24.1,82.5,0.5,100,12.5,rain,0,0,31.7,16.6,96.5,1008.9,50,7.4,204.4,17.5,7,10,2022-08-02T05:41:30,2022-08-02T17:30:05,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/3/2022,31.8,24,28.2,36.5,24,31.7,23.9,78.3,8,100,4.17,rain,0,0,28.8,20.5,91.2,1009.2,33.1,8,246.8,21.1,9,10,2022-08-03T05:41:17,2022-08-03T17:30:09,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/4/2022,32,24,27.8,36.8,24,29.9,22.3,73.1,0.1,100,4.17,rain,0,0,18.7,22.3,99,1009.1,31.3,6.8,234,20.1,8,10,2022-08-04T05:41:04,2022-08-04T17:30:12,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/5/2022,32.5,22,27.3,34.6,22,29.2,21.4,71,0,0,0,,0,0,19.8,18.4,69.6,1009.7,31.9,7.3,269.7,23.3,9,10,2022-08-05T05:40:50,2022-08-05T17:30:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/6/2022,32.2,23,27.6,36.8,23,30.1,22.5,74.4,0.3,100,8.33,rain,0,0,19.8,22.3,54.6,1009.9,35.3,8,247.8,21.4,9,10,2022-08-06T05:40:35,2022-08-06T17:30:17,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/7/2022,30.8,23,27.4,36.1,23,30.1,23.1,78,0.1,100,4.17,rain,0,0,15.8,24.1,110.7,1009.4,30.8,7.5,242.9,21.1,8,10,2022-08-07T05:40:19,2022-08-07T17:30:19,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/8/2022,32.6,23.4,27.5,37,23.4,29.6,22.5,75.2,0.1,100,4.17,rain,0,0,22.3,24.1,82.8,1009,26.6,8.8,242.9,20.7,9,10,2022-08-08T05:40:03,2022-08-08T17:30:21,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/9/2022,33.2,23.1,27.9,35.9,23.1,29.9,21.9,71.2,0,0,0,rain,0,0,21.6,22.3,102.6,1009,27.1,8,245.3,21,9,10,2022-08-09T05:39:45,2022-08-09T17:30:22,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/10/2022,32.4,23,27.9,35.7,23,30.3,22.6,74,0,0,0,rain,0,0,37.1,25,87.6,1009.4,30.2,8.1,239.6,20.6,9,10,2022-08-10T05:39:28,2022-08-10T17:30:22,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/11/2022,32.3,26,29.1,37.9,26,33.4,23.9,74.1,0,0,0,rain,0,0,27.4,29.9,95,1009.3,30.8,8.5,254.5,22,9,30,2022-08-11T05:39:09,2022-08-11T17:30:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/12/2022,31.2,25,27.6,37.7,25,31,24.3,82.7,1,100,4.17,rain,0,0,31.3,25.9,87.4,1009.4,45.6,7.8,211.1,18.3,8,30,2022-08-12T05:38:50,2022-08-12T17:30:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/13/2022,31,24,27.4,38.2,24,30.6,24,82.2,18,100,8.33,rain,0,0,31.7,25.9,98.2,1009.7,42.7,8.3,226.5,19.6,8,30,2022-08-13T05:38:30,2022-08-13T17:30:21,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/14/2022,31.9,24,26.5,37.8,24,28.5,23.9,85.8,18.8,100,8.33,rain,0,0,32.4,24.8,112.1,1009.6,46.1,8,191.6,16.5,7,30,2022-08-14T05:38:10,2022-08-14T17:30:20,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/15/2022,31,25,27.6,36.5,25,30.4,24,81.4,4.3,100,25,rain,0,0,34.9,14.8,79.2,1010,40.1,8.9,228,19.6,8,30,2022-08-15T05:37:48,2022-08-15T17:30:18,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/16/2022,32.5,25,28.2,39.1,25,31.8,24.2,79.7,1.8,100,33.33,rain,0,0,22.7,25.9,92.7,1010.1,43.8,8.9,240.5,20.7,9,30,2022-08-16T05:37:27,2022-08-16T17:30:16,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/17/2022,31.3,24,27.9,35.5,24,30.1,22.5,73.1,0.3,100,8.33,rain,0,0,26.6,22.3,95.7,1010.9,30.3,8.3,266.1,23.1,9,10,2022-08-17T05:37:04,2022-08-17T17:30:13,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/18/2022,32,23,27.9,35.8,23,30.3,22.5,73.4,0,0,0,,0,0,27.4,25.9,88.1,1009.9,29.2,7.9,272.7,23.5,9,10,2022-08-18T05:36:41,2022-08-18T17:30:10,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/19/2022,32,24,28.1,36.8,24,30.7,22.8,73.9,0,0,0,,0,0,28.4,20.5,93.6,1009.8,28.1,7.7,263,22.8,9,10,2022-08-19T05:36:18,2022-08-19T17:30:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/20/2022,31,24,27.8,36.5,24,30.1,22.5,73.4,0,0,0,rain,0,0,29.5,26.5,83.3,1009.5,28.4,7.9,275.9,23.7,9,10,2022-08-20T05:35:54,2022-08-20T17:30:03,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/21/2022,31.6,24,27.6,35.5,24,29.5,22.3,73.9,0,0,0,rain,0,0,31.3,27.7,87.1,1009.6,29.5,8.2,250.5,21.6,9,10,2022-08-21T05:35:29,2022-08-21T17:29:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/22/2022,32,23,27.8,36.8,23,29.9,22.1,72.6,0,0,0,,0,0,22.7,22.3,74.8,1009.8,28.9,8.5,269,23,9,10,2022-08-22T05:35:04,2022-08-22T17:29:54,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/23/2022,31.2,23,27.8,35,23,30,22.4,73.5,0,0,0,rain,0,0,28.8,24.1,79.6,1009.6,33.2,8.3,276.4,23.9,10,10,2022-08-23T05:34:38,2022-08-23T17:29:49,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/24/2022,32.6,23,27.5,33.8,23,28.7,20.9,69,0,0,0,,0,0,31.3,22.3,92.6,1010.1,31.8,7.6,286.9,24.9,10,10,2022-08-24T05:34:12,2022-08-24T17:29:43,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/25/2022,32.4,23,28,34.9,23,29.8,21.5,69.4,0,0,0,rain,0,0,30.2,16.6,104.5,1009.7,29.2,7.8,278.3,24,9,10,2022-08-25T05:33:45,2022-08-25T17:29:38,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/26/2022,32.4,24,28,36.8,24,30.7,22.7,74,0,0,0,,0,0,23.8,20.5,85.7,1008.7,33.1,8.7,273.7,23.5,9,10,2022-08-26T05:33:18,2022-08-26T17:29:32,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/27/2022,32.9,24,27.8,38.7,24,30.5,22.9,75.5,0.1,100,4.17,rain,0,0,16.6,25.9,91.8,1008.4,27.7,8.4,238.5,20.7,9,10,2022-08-27T05:32:50,2022-08-27T17:29:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96935099999,96935599999"
Gresik,8/28/2022,32,24,27.4,35.2,24,28.8,21.4,70.7,0,0,0,rain,0,0,19.4,24.6,107.2,1008.7,31.2,8.3,242.2,20.8,9,10,2022-08-28T05:32:22,2022-08-28T17:29:18,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/29/2022,32,22.3,27.5,35.5,22.3,29.4,21.6,71.4,0,0,0,,0,0,37.1,20.5,110.4,1008.9,25.7,8.7,279.8,24.1,9,10,2022-08-29T05:31:54,2022-08-29T17:29:11,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,8/30/2022,32.8,24,28,38.2,24,31.1,23.4,76.9,0.9,100,4.17,rain,0,0,24.5,29.5,66.9,1008.3,35,7.4,273.2,23.5,10,10,2022-08-30T05:31:25,2022-08-30T17:29:04,0.1,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,8/31/2022,32,24,27.9,37.9,24,31,24,80.1,3,100,16.67,rain,0,0,27.7,20.5,66.1,1008.6,38.4,6.9,243.3,21.1,9,10,2022-08-31T05:30:55,2022-08-31T17:28:57,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/1/2022,32.4,24,28.5,36.8,24,31.5,23.4,75.3,0.2,100,4.17,rain,0,0,27.7,24.1,86.5,1009.1,29.4,7.8,272.2,23.4,10,10,2022-09-01T05:30:26,2022-09-01T17:28:49,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/2/2022,33.8,25,29.1,37.3,25,31.9,22.7,70,0,0,0,rain,0,0,25.2,20.5,96.1,1009.6,27.6,8,280.2,24,9,30,2022-09-02T05:29:56,2022-09-02T17:28:41,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,9/3/2022,33.7,24,28.7,38.4,24,31.5,23,73,0,0,0,,0,0,17.6,20.5,86.4,1009,29,7.4,272.4,23.5,10,10,2022-09-03T05:29:25,2022-09-03T17:28:33,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,9/4/2022,34,24,28.9,38.7,24,31.5,22.4,69.8,0.6,100,20.83,rain,0,0,23,18.4,87.4,1009.5,32.4,8.3,249.1,21.5,9,10,2022-09-04T05:28:54,2022-09-04T17:28:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/5/2022,32.8,25,28.7,39.1,25,32.1,23.5,74.4,0.8,100,20.83,rain,0,0,22.3,14.8,8.3,1010.1,37.8,8.5,216.1,18.6,8,10,2022-09-05T05:28:23,2022-09-05T17:28:15,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
Gresik,9/6/2022,33,24,28.2,38.1,24,31,23.5,76.7,0.8,100,33.33,rain,0,0,25.6,20.5,78.1,1009.8,31.8,7.9,253.7,21.9,9,10,2022-09-06T05:27:52,2022-09-06T17:28:06,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/7/2022,33,25,28.7,39.3,25,32.3,23.8,75.7,0.4,100,8.33,rain,0,0,28.4,25.9,84.1,1010.3,33.7,7.8,265.8,22.9,9,30,2022-09-07T05:27:21,2022-09-07T17:27:57,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/8/2022,33,25,27.9,38.1,25,30.7,23.6,78.4,1.3,100,16.67,rain,0,0,22.7,22.3,67.6,1011.1,46.7,7.9,258.8,22.4,9,10,2022-09-08T05:26:49,2022-09-08T17:27:48,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/9/2022,32,24,27.7,36.8,24,30,23.3,78.1,4.1,100,29.17,rain,0,0,25.2,21,318.9,1011.7,42.9,7.4,212.4,18.3,9,10,2022-09-09T05:26:17,2022-09-09T17:27:39,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/10/2022,32,24,27.9,36.8,24,30.7,23.4,77.3,4.9,100,25,rain,0,0,19.8,16.6,75.6,1011,41.2,7.6,241.3,20.9,8,10,2022-09-10T05:25:45,2022-09-10T17:27:29,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/11/2022,33,24,28.1,39.1,24,31.5,24.3,81.1,4.1,100,20.83,rain,0,0,24.5,18.4,96.5,1010.2,44.6,8,256.6,22.2,9,10,2022-09-11T05:25:12,2022-09-11T17:27:20,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/12/2022,32.2,25,28.9,37.9,25,32.5,23.9,75.5,0.2,100,8.33,rain,0,0,26.3,20.5,97.2,1009.7,30.9,8.9,271,23.5,9,10,2022-09-12T05:24:40,2022-09-12T17:27:10,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999"
Gresik,9/13/2022,34,24,28.7,37.9,24,31.2,22.8,72.9,0,0,0,,0,0,23,27.7,93.4,1011.5,26.9,7.9,288.1,24.9,10,10,2022-09-13T05:24:07,2022-09-13T17:27:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,9/14/2022,34.2,23.4,28.9,37.2,23.4,31.3,22.1,68.8,0,0,0,,0,0,24.8,24.1,92.4,1012.3,30,8.4,270.3,23.3,9,10,2022-09-14T05:23:34,2022-09-14T17:26:51,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,9/15/2022,33.8,24,28.4,38.1,24,31.1,23,73.9,0,0,0,,0,0,23.4,24.1,96.8,1010.7,33.1,8.3,284.2,24.7,9,30,2022-09-15T05:23:01,2022-09-15T17:26:41,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"WARR,96933099999,96935099999,96935599999"
Gresik,9/16/2022,33,24,28.7,39.2,24,31.8,23.3,74,0.1,100,4.17,rain,0,0,27.7,26.8,84.1,1010.1,35.9,9.2,265.8,23,9,30,2022-09-16T05:22:28,2022-09-16T17:26:31,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"WARR,96933099999,96935099999,96935599999,remote"
